Site Block,SiteID LookUp,Description,Ramp/Mainline,SH,RS,RP,Direction,Number of Lane(s),Normal Total Capacity,Mon_Thu,Fri,Sat,Sun,Seasonal,Normal Capacity per Lane,TMP Capacity,Ramp reroute,Detour Plan Ref,DataSource
SH16_Eastbound_between_SH16_EB_Link_and_SH18_EB_162,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Westbound_between_Hobsonville_Road_and_Brigham_Creek_Road_Roundabout_163,01820012,SH18 Hobsonville Rd On Ramp to Trig Rd On Ramp EB,Mainline,18,7,5.3,EB,2,3600,2821.55,2349.6,1404,1308,0,1800,1400,01669017,SH16_163,Website Mar-18
SH18_Westbound_between_Westbound_Link_and_SH16_Eastbound_165,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH18_Westbound_between_Albany_Highway_and_Brigham_Creek_Road_166,01819001,SH18 West of Unsworth Dr WB,Mainline,18,0,1.65,WB,1,2400,2104.851189,2374.67277,1771.125024,1323.742648,0,2400,1400,01860002,SH18_142,Any2018-scaled
SH18_Eastbound_between_Brigham_Creek_Road_and_Albany_Highway_167,01820009,SH18 Brigham Creek Rd On Ramp to Squadron Dr On Ramp EB,Mainline,18,7,2.2,EB,2,3600,3441.15,2845.6,1580,1493.333333,0,1800,1400,01840010,SH18_145,Website Mar-18
SH20_Northbound_between_Link_To_SH20A_Westbound_and_168,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_and_SH16_Westbound_between_Market_Road_and_Grafton_Road_170,01N20430,SH1 Gillies Ave On Ramp to Khyber Pass Off Ramp NB,Mainline,1N,427,2.3,NB,5,9000,4866.975796,5712.90892,5045.935616,4408.413716,0,1800,1400,01N40432,SH1_45,Website Mar-18
SH1_Northbound_between_Symonds_Street_and_SH16_Newton_Rd_On-Ramp_171,01N20429,SH1 Symonds/Wellesley/Port Off Ramp to SH16 Off Ramp NB,Mainline,1N,427,1.1,NB,4,7200,5634,5276.8,5038.4,5077,0,1800,1400,01N45429,SH1_48,Continuous Mar-19
SH16_Westbound_between_Royal_Road_and_Brigham_Creek_Road_Roundabout_173,01610016,SH16 Royal Rd to Hobsonville Rd WB,Mainline,16,7,9.18,WB,2,3600,3097.431414,3457.054522,3255.339308,2643.284042,0,1800,1400,01660015,SH16_132,Any2018-scaled
SH16_Westbound_between_SH16_WB_To_SH18_EB_Link_and_SH18_EB_200,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Westbound_between_Hobsonville_Road_Off-ramp_and_201,01820012,SH18 Hobsonville Rd On Ramp to Trig Rd On Ramp EB,Mainline,18,7,5.3,EB,2,3600,2821.55,2349.6,1404,1308,0,1800,1400,01669017,SH16_163,Website Mar-18
SH16_Westbound_between_Royal_Road_Off-ramp_and_202,01610016,SH16 Royal Rd to Hobsonville Rd WB,Mainline,16,7,9.18,WB,2,3600,3097.431414,3457.054522,3255.339308,2643.284042,0,1800,1400,01660015,SH16_132,Any2018-scaled
SH16_Eastbound_between_Lincoln_Road_Off-ramp_and_203,01620012,SH16 Lincoln Rd Off Ramp to Te Atatu Rd On Ramp EB,Mainline,16,7,5.2,EB,3,5400,4632.75,4953,3556.8,3321.066667,0,1800,1400,01640013,SH16_150,Website Mar-19
SH16_Westbound_between_Lincoln_Road_Off-ramp_and_204,01610013,SH16 Lincoln Rd Interchange WB,Mainline,16,7,5.86,WB,2,3600,2690.819961,2633.643589,2905.369882,2411.321663,0,1800,1400,01660013,SH16_131,Any2018-scaled
SH16_Eastbound_between_Te-Atatu_Road_Off-ramp_and_205,01620010,SH16 Te Atatu Peninsula On Ramp to Patiki Rd Off Ramp EB,Mainline,16,7,3.2,EB,4,8800,7148.088992,8524.931384,4454.111612,3607.430757,0,2200,1400,01640011,SH16_151,Website Mar-19
SH16_Westbound_between_Te_Atatu_Road_Off-Ramp_and_206,01610011,SH16 Te Atatu Rd Interchange WB,Mainline,16,7,4.02,WB,3,5400,4037.529748,3761.143789,3677.585438,2851.315961,0,1800,1400,01660011,SH16_130,Any2018-scaled
SH16_Eastbound_between_Patiki_Road_Off-ramp_and_207,01629008,SH16 Rosebank Rd On Ramp to Great Nth Rd Off Ramp EB,Mainline,16,0,9.2,EB,4,7200,5174.5,5241.6,3002.4,2935.2,0,1800,1400,01640010,SH16_152,Website Mar-19
SH16_Westbound_between_Rosebank_Road_Off-ramp_and_208,01610009,SH16 Rosebank Rd Off Ramp to Patiki Rd On Ramp WB,Mainline,16,7,2.57,WB,4,7200,5462.804984,5614.858568,4982.381512,3902.418446,0,1800,1400,01660009,SH16_128,Any2018-scaled
SH16_Eastbound_between_Great_North_Road_Off-ramp_and_209,01620007,SH16 Great Nth Rd On Ramp to St Lukes Rd Off Ramp EB,Mainline,16,0,7,EB,4,7200,6056.5,6104,3606.4,3440,0,1800,1400,01640008,SH16_154,Website Mar-19
SH16_Westbound_between_Great_North_Road_Off-ramp_and_210,01619008,SH16 Great Nth Rd On Ramp to Rosebank Rd Off Ramp WB,Mainline,16,0,9.2,WB,5,9000,4599.75,4420.8,3061.6,3024,0,1800,1400,01660008,SH16_127,Website Mar-19
SH16_Eastbound_between_Western_Springs_Off-Ramp_and_211,01620005,SH16 St Lukes Rd On Ramp to Newton Rd Off Ramp EB,Mainline,16,0,5,EB,4,7600,7341,6283.2,5233.6,5041.333332,0,1900,1400,01640006,SH16_155,Website Mar-18
SH16_Westbound_between_St_Lukes_Road_Off-ramp_and_212,01610005,SH16 Newton Rd On Ramp to St Lukes Rd Off Ramp WB,Mainline,16,0,5,WB,4,7200,7154.974356,6330.885356,6122.953596,4947.480544,0,1800,1400,01660006,SH16_126,Website Year2014
SH16_Eastbound_between_Newton_Road_Off-ramp_and_213,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Eastbound_between_SH16_EB_-_SH1_NB_Link_and_214,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Eastbound_between_Nelson_Street_-_SH1_NB_Link_(Both_Links_Closed)_and_SH1_Northbound_215,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Eastbound_between_SH16_EB_-_SH1_SB_Link_and_216,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Eastbound_between_SH16_EB_to_SH16_Port_and_217,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Eastbound_between_Wellesley_Street_Off-ramp_and_218,01620001,SH16 Grafton Rd On Ramp to Alten Rd EB,Mainline,16,0,1.3,EB,3,5400,2104.75,2158.8,1464.2,1308.8,0,1800,1400,01640002,SH16_116,Website Mar-19
SH16_Westbound_between_SH16_Stanley_Street_Off-ramp_and_220,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Westbound_between_SH16_WB_-_SH1_SB_Link_and_221,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Westbound_between_SH16_WB_-_SH1_NB_Link_and_222,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Southbound_between_Hibiscus_Coast_Highway_SB_Off-ramp_and_223,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Southbound_between_Grand_Drive_Off-ramp_and_224,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_Grand_Drive_Off-ramp_and_225,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Southbound_between_Silverdale_Off-ramp_and_226,01N10398,SH1 Silverdale Interchange SB,Mainline,1N,398,0.13,SB,2,3600,1704,1597.6,1311.2,1625,0,1800,1400,01N60398,SH1_63,Continuous Mar-19
SH1_Northbound_between_Silverdale_Off-ramp_and_227,01N20391,SH1 Silverdale On Ramp to Orewa Off Ramp NB,Mainline,1N,373,18.44,NB,2,3600,1547.854632,1895.471684,1609.615879,1197.135368,0,1800,1400,01N40398,SH1_61,Any2018-scaled
SH1_Southbound_between_Oteha_Valley_Road_Off-ramp_and_228,01N10410,SH1 Oteha Valley Rd Interchange SB,Mainline,1N,398,11.9,SB,2,3600,2623.895728,2611.537879,2281.052436,2139.547354,0,1800,1400,01N60410,SH1_64,Any2018-scaled
SH1_Northbound_between_Oteha_Valley_Road_Off-ramp_and_229,01N20400,SH1 Silverdale to Dairy Flat SC On Ramp NB,Mainline,1N,398,2.9,NB,2,3600,3325.271315,3541.299908,3069.002942,2428.2756,0,1800,1400,01N40410,SH1_60,Any2018-scaled
SH1_Southbound_between_Greville_Road_Off-ramp_and_230,01N10412,SH1 Greville Rd Interchange SB,Mainline,1N,398,14.07,SB,2,3600,2669.361627,2331.144769,2985.941561,2778.063812,0,1800,1400,01N60412,SH1_65,Any2018-scaled
SH1_Northbound_between_Greville_Road_Off-ramp_and_231,01N29411,SH1 Albany Bus Station Off Ramp to Greville Rd On Ramp NB,Mainline,1N,398,13.2,NB,3,5400,4077.36714,4345.14912,3630.83771,2922.857452,0,1800,1400,01N40412,SH1_59,Any2018-scaled
SH1_Southbound_between_Upper_Harbour_Highway_Off-ramp_and_233,01N10414,SH1 Upper Harbour Hwy Interchange SB,Mainline,1N,414,0.68,SB,2,3600,3252.5,3290.4,2900,2878,0,1800,1400,01N60414,SH1_66,Continuous Mar-19
SH1_Northbound_between_Upper_Harbour_Highway_Off-ramp_and_234,01N20413,SH1 Upper Harbour Hwy On Ramp to Greville Rd Off Ramp NB,Mainline,1N,398,14.84,NB,3,6000,5094.927796,5767.367292,5755.626584,4605.276716,0,2000,1400,01N40414,SH1_58,Any2018-scaled
SH1_Southbound_between_Tristram_Avenue_Off-ramp_and_235,01N10417,SH1 Tristram Ave Interchange SB,Mainline,1N,414,3.03,SB,2,4000,3879,3916.8,3308.8,3359,0,2000,1400,01N60417,SH1_67,Continuous Mar-19
SH1_Northbound_between_Tristram_Avenue_Off-ramp_and_236,01N20415,SH1 Tristram Ave On Ramp to Upper Harbour Hwy Off Ramp NB,Mainline,1N,414,1.62,NB,3,5400,5005.86042,5300.08378,5199.8189,4161.422012,0,1800,1400,01N40417,SH1_57,Any2018-scaled
SH1_Southbound_between_Northcote_Road_Off-ramp_and_237,01N10419,SH1 Northcote Rd Interchange SB,Mainline,1N,414,5.01,SB,3,5400,4837.25,4788.8,3829.6,3734,0,1800,1400,01N60419,SH1_68,Continuous Mar-19
SH1_Northbound_between_Northcote_Road_Off-ramp_and_238,01N20418,SH1 Northcote Rd On Ramp to Tristram Ave Off Ramp NB,Mainline,1N,414,3.9,NB,4,7200,5616.955204,6999.498016,5123.471736,3992.33549,0,1800,1400,01N40419,SH1_56,Any2018-scaled
SH1_Southbound_between_Esmonde_Road_Off-ramp_and_239,01N10420,SH1 Esmonde Rd Interchange SB,Mainline,1N,414,6.49,SB,3,5400,4901.636512,5298.140444,4704.679244,3811.756722,0,1800,1400,01N60420,NA,Any2018-scaled
SH1_Northbound_between_Esmonde_Road_Off-ramp_and_240,01N29419,SH1 Esmonde/Akoranga On Ramp to Northcote Rd Off Ramp to NB,Mainline,1N,414,5.6,NB,4,7200,5642,5370.4,4696.8,4509.6,0,1800,1400,01N40420,SH1_55,Website Mar-19
SH1_Southbound_between_Onewa_Road_Off-ramp_and_241,01N10422,SH1 Onewa Rd Interchange SB,Mainline,1N,414,7.98,SB,3,6300,5547.931156,6104.299168,5809.953772,4707.42822,0,2100,1400,01N60422,NA,Any2018-scaled
SH1_Northbound_between_Onewa_Road_Off-ramp_and_242,01N20421,SH1 Onewa Rd On Ramp to Esmonde Rd Off Ramp NB,Mainline,1N,414,7.26,NB,4,7200,6516.974144,7148.795688,6590.533576,5424.042304,0,1800,1400,01N40422,SH1_54,Any2018-scaled
SH1_Northbound_between_Stafford_Road_Off-ramp_and_243,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Southbound_between_Shelley_Beach_Road_Off-ramp_and_244,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_Wellington_Street_On-ramp_and_245,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_Wellington_Street_On-ramp_and_245,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_Wellington_Street_On-ramp_and_246,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_Wellington_Street_On-ramp_and_246,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Southbound_between_Fanshawe_Street_Off-ramp_and_247,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Southbound_between_Cook_Street_Off-ramp_and_248,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Southbound_between_SH1_SB_-_SH16_WB_Link_and_249,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Southbound_between_SH1_SB-_SH16_EB_Port_Link_and_250,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_Nelson_Street_Off-ramp_and_251,01N20426,SH1 Wellington St On Ramp to Fanshawe St On Ramp NB,Mainline,1N,414,12.55,NB,3,6300,5473.024152,6137.177416,5932.340984,4742.235448,0,2100,1400,01N40427,SH1_49,Any2018-scaled
SH1_Northbound_between_SH1_NB_-_SH16_WB_Link_and_252,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH16_Westbound_between_SH16_Port_-_SH16_WB_Link_and_253,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_SH1NB_-_SH16_Port_Link_and_Symonds_Street_254,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_SH1NB_-_SH16_Port_Link_and_Port_254,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_Symonds_Street_Off-ramp_and_255,01N20429,SH1 Symonds/Wellesley/Port Off Ramp to SH16 Off Ramp NB,Mainline,1N,427,1.1,NB,4,7200,5634,5276.8,5038.4,5077,0,1800,1400,01N45429,SH1_48,Continuous Mar-19
SH1_Northbound_between_Wellesley_Street_Off-ramp_and_256,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_Khyber_Pass_Road_Off-ramp_and_257,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Southbound_between_Gillies_Avenue_Off-ramp_and_258,01N19431,SH1 St Marks Rd On Ramp to Market Rd Off Ramp SB,Mainline,1N,431,0.3,SB,5,9000,7155.709612,7511.790736,8244.079596,6318.16962,0,1800,1400,01N60431,SH1_6,Any2018-scaled
SH1_Southbound_between_Market_Road_Off-ramp_and_259,01N10432,SH1 Market Rd Off Ramp to Greenlane East Off Ramp SB,Mainline,1N,431,1.2,SB,4,7200,6270.1,6128.6,6187.4,5838,0,1800,1400,01N60432,SH1_8,Website Mar-18
SH1_Northbound_between_Market_Road_Off-ramp_and_260,01N20430,SH1 Gillies Ave On Ramp to Khyber Pass Off Ramp NB,Mainline,1N,427,2.3,NB,5,9000,4866.975796,5712.90892,5045.935616,4408.413716,0,1800,1400,01N40432,SH1_45,Website Mar-18
SH1_Southbound_between_Greenlane_Off-ramp_and_261,01N10433,SH1 Greenlane East Interchange SB,Mainline,1N,431,1.93,SB,3,6300,5296.961596,5683.566784,6001.835384,4543.739008,0,2100,1400,01N60433,SH1_9,Any2018-scaled
SH1_Northbound_between_Greenlane_Off-ramp_and_262,01N20432,SH1 Greenlane East On Ramp to Market Rd Off Ramp NB,Mainline,1N,431,1.44,NB,4,7200,5905.583332,6001,6135,6025,0,1800,1400,01N40433,SH1_44,Website Mar-18
SH1_Southbound_between_Ellerslie_Panmure_Highway_Off-ramp_and_263,01N10435,SH1 Ellerslie Panmure Hwy Interchange SB,Mainline,1N,431,4.26,SB,3,5700,5149.424548,5233.940536,5553.665804,4589.453564,0,1900,1400,01N60435,NA,Any2018-scaled
SH1_Northbound_between_Ellerslie_Panmure_Highway_Off-ramp_and_264,01N20435,SH1 Ellerslie Panmure Hwy Interchange NB,Mainline,1N,431,4.26,NB,3,5400,#N/A,#N/A,#N/A,#N/A,0,1800,1400,01N40435,SH1_10,Website Year2014
SH1_Southbound_between_Tecoma_Street_Off-ramp_and_265,01N10434,SH1 Tecoma St Interchange SB,Mainline,1N,431,3.06,SB,3,6600,5708.959036,5934.70528,6451.339428,5093.96762,0,2200,1400,01N60434,NA,Any2018-scaled
SH1_Southbound_between_SEART_Off-ramp_and_266,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Southbound_between_SEART_Off-ramp_and_266,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Southbound_between_Mt_Wellington_Highway_Off-ramp_and_267,01N10438,SH1 Sth Eastern Hwy Off Ramp to Mt Wellington Hwy Off Ramp SB,Mainline,1N,431,6.82,SB,2,4800,4711.592248,4458.606504,4787.608992,3894.656963,0,2400,1400,01N60439,SH1_12,Any2018-scaled
SH1_Northbound_between_Mt_Wellington_Highway_Off-ramp_and_268,01N20436,SH1 Sth Eastern Hwy On Ramp to Ellerslie Panmure Hwy Off Ramp NB,Mainline,1N,431,4.72,NB,3,5700,5463.8,5373,5386.7,5013.6,0,1900,1400,01N40439,SH1_41,Website Year2014
SH1_Southbound_between_Princes_Street_Off-ramp_and_269,01N10441,SH1 Princes St Interchange SB,Mainline,1N,431,10.07,SB,3,6000,5194.630676,5783.071704,4913.630496,3854.901944,0,2000,1400,01N60441,SH1_13,Any2018-scaled
SH1_Northbound_between_Princes_Street_Off-ramp_and_270,01N20440,SH1 Princes St On Ramp to Mt Wellington Hwy Off Ramp NB,Mainline,1N,431,8.9,NB,3,6000,5188.380952,5955.088704,5485.480636,4308.011788,0,2000,1400,01N40441,SH1_40,Any2018-scaled
SH1_Southbound_between_Highbrook_Drive_Off-ramp_and_271,01N10443,SH1 Highbrook Dr Interchange SB,Mainline,1N,431,11.6,SB,3,5400,4867.252252,5359.844652,4784.412916,3647.415446,0,1800,1400,01N60443,NA,Any2018-scaled
SH1_Northbound_between_Highbrook_Drive_Off-ramp_and_272,01N20442,SH1 Highbrook Dr On Ramp to Princes St Off Ramp NB,Mainline,1N,431,11,NB,4,7200,5517.113384,6476.093472,5879.717064,4516.267084,0,1800,1400,01N40443,NA,Any2018-scaled
SH1_Southbound_between_East_Tamaki_Road_Off-ramp_and_273,01N10444,SH1 East Tamaki Rd Interchange SB,Mainline,1N,431,12.92,SB,3,5400,4409.909432,4612.43696,4127.399068,3148.703338,0,1800,1400,01N60444,SH1_14,Any2018-scaled
SH1_Northbound_between_East_Tamaki_Road_Off-ramp_and_274,01N29443,SH1 East Tamaki Rd On Ramp to Highbrook Dr Off Ramp NB,Mainline,1N,431,12.4,NB,3,6000,5788.25,5718.4,4391.2,4208,0,2000,1400,01N40444,SH1_38,Website Mar-19
SH1_Southbound_between_Te_Irirangi_Drive_Off-ramp_and_275,01N10447,SH1 Te Irirangi Dr Off Ramp to Redoubt Rd Off Ramp SB,Mainline,1N,431,16.2,SB,3,5400,4403.139296,4656.637816,4245.572096,3033.42903,0,1800,1400,01N60447,SH1_15,Any2018-scaled
SH1_Southbound_between_Redoubt_Road_Off-ramp_and_276,01N10448,SH1 Redoubt Rd Off Ramp to Southwestern Off Ramp SB,Mainline,1N,431,16.6,SB,3,5400,4207.712028,3441.543524,3102.910048,3047.015345,0,1800,1400,01N60448,SH1_16,Any2018-scaled
SH1_Southbound_between_Hill_Road_Off-ramp_and_279,01N10452,SH1 Hill Rd Off Ramp to Takanini Off Ramp SB,Mainline,1N,448,4.15,SB,3,5400,4879.470252,4165.294988,4254.326744,4139.96246,0,1800,1400,01N60451,SH1_17,Website Year2014
SH1_Southbound_between_Takanini_Off-ramp_and_280,01N10454,SH1 Takanini Interchange SB,Mainline,1N,448,5.61,SB,2,3600,3179.9,3161.6,2710.4,2432,0,1800,1400,01N60454,SH1_18,Website Year2014
SH1_Northbound_between_Takanini_Off-ramp_and_281,01N20450,SH1 Hill Rd On Ramp to Gt South Rd / Southwestern Off Ramp NB,Mainline,1N,448,1.74,NB,3,5700,5531.130572,5336.025608,5086.893772,5087.819972,0,1900,1400,01N40454,SH1_34,Continuous Year2014
SH1_Northbound_between_SH1_NB_-_SH20_NB_Link_and_282,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_SH1_Great_South_Road_Off-ramp_and_283,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Southbound_between_Papakura_Off-ramp_and_284,01N10458,SH1 Papakura Interchange SB,Mainline,1N,448,9.97,SB,2,3600,2504.5,2596,2720,2454,0,1800,1400,01N60458,SH1_19,Continuous Mar-19
SH1_Northbound_between_Papakura_Off-ramp_and_285,01N20456,SH1 Papakura On Ramp to Takanini Off Ramp NB,Mainline,1N,448,7.83,NB,2,3800,3638,3584.65,3194.25,3480.4,0,1900,1400,01N40458,SH1_33,Website Year2014
SH1_Southbound_between_Drury_Off-ramp_and_286,01N10462,SH1 Drury Interchange SB,Mainline,1N,461,0,SB,2,3600,1542.709373,1846.431688,2354.693721,1761.739536,0,1800,1400,01N60462,SH1_20,Website Year2014
SH1_Northbound_between_Drury_Off-ramp_and_287,01N20459,SH1 Drury On Ramp to Papakura Off Ramp NB,Mainline,1N,448,11.4,NB,2,3600,2536.819092,2932.110107,3163.78836,2870.676384,0,1800,1400,01N40462,SH1_32,Any2018-scaled
SH1_Southbound_between_Ararimu_Road_Off-ramp_and_288,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Northbound_between_Ararimu_Road_Off-ramp_and_289,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH1_Southbound_between_Mill_Road_Off-ramp_and_290,01N10471,SH1 Mill Rd Interchange SB,Mainline,1N,461,10.26,SB,2,3600,#N/A,#N/A,#N/A,#N/A,0,1800,1400,01N60471,SH1_22,Website Year2014
SH1_Northbound_between_Mill_Road_Off-ramp_and_291,01N20468,SH1 Mill Rd On Ramp to Ramarama Off Ramp NB,Mainline,1N,461,7.54,NB,2,3600,1574.1,1662.5,1592.2,2761.45,0,1800,1400,01N40471,SH1_30,Website Year2014
SH1_Southbound_between_Beaver_Road_Off-ramp_and_292,01N10473,SH1 Beaver Rd Interchange SB,Mainline,1N,461,12.2,SB,2,3600,#N/A,#N/A,#N/A,#N/A,0,1800,1400,01N60473,SH1_23,Website Year2014
SH1_Northbound_between_Beaver_Road_Off-ramp_and_293,01N20472,SH1 Beaver Rd On Ramp to Mill Rd Off Ramp NB,Mainline,1N,461,11.51,NB,2,3600,1352.85,1589.75,1520.6,2602.6,0,1800,1400,01N40473,SH1_29,Website Oct-18
SH1_Southbound_between_Nikau_Road_Off-ramp_and_294,01N10475,SH1 Nikau Rd Interchange SB,Mainline,1N,461,13.48,SB,2,3600,1840.185325,2488.207235,2789.877898,2075.419311,0,1800,1400,01N60475,SH1_24,Any2018-scaled
SH1_Northbound_between_Ridge_Road_Off-ramp_and_295,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
