Site Block,SiteID LookUp,Description,Ramp/Mainline,SH,RS,RP,Direction,Number of Lane(s),Normal Total Capacity,Mon_Thu,Fri,Sat,Sun,Seasonal,Normal Capacity per Lane,TMP Capacity,Ramp reroute,Detour Plan Ref,DataSource
SH20_Southbound_between_Lambie_Drive_Off-Ramp_and_632,02020000,SH20 Southern Link to SH1N Off Ramp SB,Mainline,20,0,0.01,SB,2,3600,1885.885863,1978.645602,2136.192857,1724.197777,0,1800,1400,02040001,SH20_139,Any2018-scaled
SH20_Northbound_between_Lambie_Drive_Off-Ramp_and_633,02019000,SH20 SH1N / Redoubt Rd On Ramp to Lambie Dr Off Ramp NB,Mainline,20,0,0.4,NB,3,5400,3547.330558,3928.373827,3169.304516,2492.642523,0,1800,1400,02060001,SH20_96,Any2018-scaled
SH20A_Eastbound_between_Bader_Drive_Off-Ramp_and_634,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH20A_Eastbound_between_Left_turn_onto_Kirkbride_Road_and_635,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH20A_Westbound_between_Right_turn_onto_Kirkbride_Road_and_636,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH20A_Westbound_between_Left_turn_onto_Kirkbride_Road_and_637,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH20A_Eastbound_between_Right_turn_onto_Kirkbride_Road_and_638,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH20A_Eastbound_between_Left_turn_onto_Montgomerie_Road_and_639,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH20A_Westbound_between_Right_turn_onto_Montgomerie_Road_and_640,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH20_Southbound_between_Lambie_Drive_On-Ramp_and_901,02020000,SH20 Southern Link to SH1N Off Ramp SB,Mainline,20,0,0.01,SB,2,3600,1885.885863,1978.645602,2136.192857,1724.197777,0,1800,1400,02040001,SH20_139,Any2018-scaled
SH20_Northbound_between_Lambie_Drive_On-Ramp_and_902,02019000,SH20 SH1N / Redoubt Rd On Ramp to Lambie Dr Off Ramp NB,Mainline,20,0,0.4,NB,3,5400,3547.330558,3928.373827,3169.304516,2492.642523,0,1800,1400,02060001,SH20_96,Any2018-scaled
SH20_Northbound_between_Cavendish_Drive_On-Ramp_and_903,02010003,SH20 Cavendish Dr Interchange NB,Mainline,20,0,3.1,NB,2,3600,2593.945406,3149.595605,2512.423712,1952.144416,0,1800,1400,02060003,SH20_94,Any2018-scaled
SH20_Southbound_between_Cavendish_Drive_On-Ramp_and_904,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH20_Southbound_between_Puhinui_Road_On-Ramp_and_905,02020002,SH20 Cavendish Dr On Ramp to Lambie Dr Off Ramp SB,Mainline,20,0,1.67,SB,2,3600,3228.544798,3587.802526,3578.672774,2642.211774,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH20_Northbound_between_Puhinui_Road_On-Ramp_and_906,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH20_Southbound_between_Massey_Road_On-Ramp_and_907,02020006,SH20 Massey Rd to Puhinui Rd SB,Mainline,20,0,5.31,SB,2,4000,3511.429874,3879.07,3929.83467,2744.830588,0,2000,1400,02040007,NA,Any2018-scaled
SH20_Northbound_between_Massey_Road_On-Ramp_and_908,02010007,SH20 Massey Rd Interchange NB,Mainline,20,0,7.47,NB,2,3600,2954.235194,3162.585555,2552.957856,1951.373842,0,1800,1400,02060007,SH20_85,Any2018-scaled
SH20_Southbound_between_SH20A_Interchange_and_Massey_Road_909,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH20_Southbound_between_Mahunga_Drive_and_Walmsley_Road_910,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH20_Northbound_between_Rimu_Road_On-Ramp_and_911,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH20_Northbound_between_Coronation_Road_On-Ramp_and_912,02010011,SH20 Coronation Rd/Walmsley Rd Interchange NB,Mainline,20,10,0.76,NB,3,5400,4721.05862,5347.189396,4043.668748,3306.806059,0,1800,1400,02060011,SH20_87,Website Year2014
SH20_Southbound_between_Neilson_Street_and_Walmsley_Road_913,02020013,SH20 Neilson St On Ramp to Rimu Rd Off Ramp SB,Mainline,20,10,3.03,SB,4,7200,6293.25,6617.6,5002.4,4521.6,0,1800,1400,02040014,NA,Website Mar-19
SH20_Southbound_between_Neilson_Street_On-Ramp_and_914,02020013,SH20 Neilson St On Ramp to Rimu Rd Off Ramp SB,Mainline,20,10,3.03,SB,4,7200,6293.25,6617.6,5002.4,4521.6,0,1800,1400,02040014,NA,Website Mar-19
SH20_Southbound_between_Queenstown_Road_On-Ramp_and_915,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH20_Northbound_between_Neilson_Street_Off-Ramp_and_916,02010014,SH20 Neilson St Interchange NB,Mainline,20,10,3.6,NB,3,5700,5402.687532,5462.36012,4427.300892,3655.200962,0,1900,1400,02060014,SH20_90,Any2018-scaled
SH20_Southbound_between_Hillsborough_Road_and_Queenstown_Road_917,02020015,SH20 Queenstown Rd On Ramp to Neilson St Off Ramp SB,Mainline,20,10,4.57,SB,4,7200,6397.25,6395,4705,4336,0,1800,1400,02040016,NA,Website Mar-18
SH20_Southbound_between_Queenstown_Road_and_Neilson_Street_918,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH20_Northbound_between_Hillsborough_Road_On-Ramp_and_919,02010016,SH20 Hillsborough Rd Interchange NB,Mainline,20,10,6.1,NB,3,5400,4272.518656,4033.235084,4058.456052,3176.374432,0,1800,1400,02060016,SH20_136,Any2018-scaled
SH20_Southbound_between_Hillsborough_Road_On-Ramp_and_920,02020015,SH20 Queenstown Rd On Ramp to Neilson St Off Ramp SB,Mainline,20,10,4.57,SB,4,7200,6397.25,6395,4705,4336,0,1800,1400,02040016,NA,Website Mar-18
SH20_Northbound_between_Dominion_Road_On-Ramp_and_921,02010018,SH20 Dominion Rd Interchange NB,Mainline,20,10,7.9,NB,3,5400,4090.11904,4655.738464,3889.894079,2985.48914,0,1800,1400,02060018,SH20_137,Any2018-scaled
SH20_Southbound_between_Dominion_Road_On-Ramp_and_923,02020017,SH20 Dominion Rd On Ramp to Hillsborough Rd Off Ramp SB,Mainline,20,10,7.09,SB,3,5400,4916.210004,5335.15274,4714.6821,3606.891644,0,1800,1400,02040018,SH20_135,Any2018-scaled
SH20_Northbound_between_Nelson_Street_On-Ramp_and_924,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
