Ref,SH,Plan Number,Detour Distance (km),Detour Speed (km/hr),Normal Distance ,Normal Speed ,Urban Road Class,Minimum # lane for Urban Road,Rural Road Directional Split,Rural Road Roadway Width,Terrain Type,% of Heavy Vehicle,Other Manual Capacity Input?,Detour Travel Time (min/veh),Normal Travel Time (min/veh),Rural Road Directional Adjustement,Rural Road Roadway Width Adjustement,Rural Road % Heavy Vehicle Adjustement,Urban Road Capacity,Rural Road Capacity,Detour Capacity (veh/hr),Detour Delay (min/veh),,,(for Input tab),,(From detour),,,
SH16_359,SH16,359,3.8,50,3.2,100,Class I,1,0,0,0,0,,4.56,1.92,-,-,-,1200,-,1200,2.64,Detour_Ramp_SH16_359,,16030006.58,01630006,,,,
SH16_361,SH16,361,2,50,1,70,Class I,1,0,0,0,0,,2.4,0.857142857,-,-,-,1200,-,1200,1.542857143,Detour_Ramp_SH16_361,,NONE,FALSENONE,,,,
SH16_369,SH16,369,3,60,1,60,Class I,1,0,0,0,0,,3,1,-,-,-,1200,-,1200,2,Detour_Ramp_SH16_369,,16060001.96,01660001,,,,
SH16_397,SH16,397,2.3,50,2,60,Class I,1,0,0,0,0,,2.76,2,-,-,-,1200,-,1200,0.76,Detour_Ramp_SH16_397,,16039003.9,01639003,,,,
SH16_411,SH16,411,2.5,60,1,60,Class I,1,0,0,0,0,,2.5,1,-,-,-,1200,-,1200,1.5,Detour_Ramp_SH16_411,,NONE,FALSENONE,,,,
SH18_114,SH18,114,3.3,40,2.5,85,Class I,1,0,0,0,0,,4.95,1.764705882,-,-,-,1200,-,1200,3.185294118,Detour_Mainline_SH18_114,,18030002.82,01830002,,,,
SH18_115,SH18,115,3.2,40,2.5,85,Class I,1,0,0,0,0,,4.8,1.764705882,-,-,-,1200,-,1200,3.035294118,Detour_Mainline_SH18_115,,18040002.61,01840002,,,,
SH18_133,SH18,133,2.8,60,2.2,105,Class I,1,0,0,0,0,,2.8,1.257142857,-,-,-,1200,-,1200,1.542857143,Detour_Mainline_SH18_133,,18060012.15,01860012,,,,
SH18_142,SH18,142,5.3,60,4.7,105,0,0,90/10,=> 8 metres,level,0.01,,5.3,2.685714286,0.77,1,0.988142292,-,1917.391304,1917.391304,2.614285714,Detour_Mainline_SH18_142,,18060002.03,01860002,,,,
SH18_143,SH18,143,5.4,60,4.7,105,0,0,90/10,=> 8 metres,level,0.01,,5.4,2.685714286,0.77,1,0.988142292,-,1917.391304,1917.391304,2.714285714,Detour_Mainline_SH18_143,,18040006.5,01840006,,,,
SH18_144,SH18,144,3.4,60,3.1,105,Class I,1,0,0,0,0,,3.4,1.771428571,-,-,-,1200,-,1200,1.628571429,Detour_Mainline_SH18_144,,18060008.34,01860008,,,,
SH18_145,SH18,145,3.7,60,3.1,105,Class I,1,0,0,0,0,,3.7,1.771428571,-,-,-,1200,-,1200,1.928571429,Detour_Mainline_SH18_145,,18040011,01840011,,,,
SH18_146,SH18,146,4.6,60,4.2,105,Class I,1,0,0,0,0,,4.6,2.4,-,-,-,1200,-,1200,2.2,Detour_Mainline_SH18_146,,18060010.01,01860010,,,,
SH18_166,SH18,166,27.5,100,12.3,105,,,90/10,6 metres,level,0.01,,16.5,7.028571429,0.77,0.82,0.988142292,-,1572.26087,1572.26087,9.471428571,Detour_Mainline_SH18_166,,18060002.03,01860002,,,,
SH18_167,SH18,167,32,100,12.4,105,,,90/10,6 metres,level,0.01,,19.2,7.085714286,0.77,0.82,0.988142292,-,1572.26087,1572.26087,12.11428571,Detour_Mainline_SH18_167,,18040011,01840011,,,,
SH18_306,SH18,306,5.2,90,0.4,50,0,0,0,0,0,0,1400,3.466666667,0.48,-,-,-,-,-,1400,2.986666667,Detour_Ramp_SH18_306,,18060004.29,01860004,,,,
SH18_307,SH18,307,4.3,80,0.35,50,Class I,1,0,0,0,0,,3.225,0.42,-,-,-,1200,-,1200,2.805,Detour_Ramp_SH18_307,,18060002.03,01860002,,,,
SH18_308,SH18,308,9,85,0.4,50,Class I,1,0,0,0,0,,6.352941176,0.48,-,-,-,1200,-,1200,5.872941176,Detour_Ramp_SH18_308,,18060008.34,01860008,,,,
SH18_309,SH18,309,9.8,75,0.4,50,Class I,1,0,0,0,0,,7.84,0.48,-,-,-,1200,-,1200,7.36,Detour_Ramp_SH18_309,,18040002.61,01840002,,,,
SH18_310,SH18,310,3.7,75,0.3,50,Class I,1,0,0,0,0,,2.96,0.36,-,-,-,1200,-,1200,2.6,Detour_Ramp_SH18_310,,18060010.01,01860010,,,,
SH18_311,SH18,311,5,85,0.23,50,0,0,0,0,0,0,1400,3.529411765,0.276,-,-,-,-,-,1400,3.253411765,Detour_Ramp_SH18_311,,18060012.15,01860012,,,,
SH18_312,SH18,312,9.3,90,0.5,50,0,0,0,0,0,0,1400,6.2,0.6,-,-,-,-,-,1400,5.6,Detour_Ramp_SH18_312,,18040006.5,01840006,,,,
SH18_313,SH18,313,2.6,60,1.3,50,Class I,1,0,0,0,0,,2.6,1.56,-,-,-,1200,-,1200,1.04,Detour_Ramp_SH18_313,,18060012.32,01860012,,,,
SH18_314,SH18,314,8.7,90,0.45,50,0,0,0,0,0,0,1400,5.8,0.54,-,-,-,-,-,1400,5.26,Detour_Ramp_SH18_314,,16040013.28,01640013,,,,
SH18_315,SH18,315,4.6,75,2.9,100,Class I,1,0,0,0,0,,3.68,1.74,-,-,-,1200,-,1200,1.94,Detour_Ramp_SH18_315,,18060012.32,01860012,,,,
SH18_362,SH18,362,4.6,50,2.1,100,Class I,1,0,0,0,0,,5.52,1.26,-,-,-,1200,-,1200,4.26,Detour_Ramp_SH18_362,,18050010.26,01850010,,,,
SH18_363,SH18,363,2.8,50,2.2,100,Class I,1,0,0,0,0,,3.36,1.32,-,-,-,1200,-,1200,2.04,Detour_Ramp_SH18_363,,18050008.35,01850008,,,,
SH18_364,SH18,364,4.8,70,3.8,105,0,0,0,0,0,0,1400,4.114285714,2.171428571,-,-,-,-,-,1400,1.942857143,Detour_Ramp_SH18_364,,16050016.55,01650016,,,,
SH18_365,SH18,365,4.5,50,0.6,50,Class I,1,0,0,0,0,,5.4,0.72,-,-,-,1200,-,1200,4.68,Detour_Ramp_SH18_365,,18050010.26,01850010,,,,
SH18_366,SH18,366,8.1,75,0.3,50,Class I,1,0,0,0,0,,6.48,0.36,-,-,-,1200,-,1200,6.12,Detour_Ramp_SH18_366,,18030002.82,01830002,,,,
SH18_367,SH18,367,3.6,50,2.9,100,Class I,1,0,0,0,0,,4.32,1.74,-,-,-,1200,-,1200,2.58,Detour_Ramp_SH18_367,,18050002.09,01850002,,,,
SH18_368,SH18,368,7.1,90,2.3,80,Class I,1,0,0,0,0,,4.733333333,1.725,-,-,-,1200,-,1200,3.008333333,Detour_Ramp_SH18_368,,18030002.82,01830002,,,,
SH18_371,SH18,371,4.5,50,3.9,100,0,0,0,0,0,0,1400,5.4,2.34,-,-,-,-,-,1400,3.06,Detour_Ramp_SH18_371,,18030006.2,01830006,,,,
SH20_85,SH20,85,5.3,60,3,105,Class I,1,0,0,0,0,,5.3,1.714285714,-,-,-,1200,-,1200,3.585714286,Detour_Mainline_SH20_85,,20040010.79,02040010,,,,
SH20_86,SH20,86,4.8,50,2.1,100,Class I,1,0,0,0,0,,5.76,1.26,-,-,-,1200,-,1200,4.5,Detour_Mainline_SH20_86,,20060008.55,02060008,,,,
SH20_87,SH20,87,3.3,50,1.8,100,Class I,1,0,0,0,0,,3.96,1.08,-,-,-,1200,-,1200,2.88,Detour_Mainline_SH20_87,,20060010.58,02060010,,,,
SH20_89,SH20,89,13.8,50,3.2,100,Class I,1,0,0,0,0,,16.56,1.92,-,-,-,1200,-,1200,14.64,Detour_Mainline_SH20_89,,20060010.58,02060010,,,,
SH20_90,SH20,90,1,60,1,105,,,,,,,1400,1,0.571428571,-,-,-,-,-,1400,0.428571429,Detour_Mainline_SH20_90,,20030013.79,02030013,,,,
SH20_91,SH20,91,5.5,50,3.2,100,Class I,1,0,0,0,0,,6.6,1.92,-,-,-,1200,-,1200,4.68,Detour_Mainline_SH20_91,,20060013.42,02060013,,,,
SH20_92,SH20,92,2.6,50,1.7,100,Class I,1,0,0,0,0,,3.12,1.02,-,-,-,1200,-,1200,2.1,Detour_Mainline_SH20_92,,20060014.77,02060014,,,,
SH20_93,SH20,93,2,50,1.6,100,Class I,1,0,0,0,0,,2.4,0.96,-,-,-,1200,-,1200,1.44,Detour_Mainline_SH20_93,,20040004.37,02040004,,,,
SH20_94,SH20,94,3.1,60,2.6,100,Class I,1,0,0,0,0,,3.1,1.56,-,-,-,1200,-,1200,1.54,Detour_Mainline_SH20_94,,20060002.77,02060002,,,,
SH20_95,SH20,95,4.8,50,3.6,100,Class I,1,0,0,0,0,,5.76,2.16,-,-,-,1200,-,1200,3.6,Detour_Mainline_SH20_95,,20040004.37,02040004,,,,
SH20_96,SH20,96,4.3,50,3.2,100,Class I,1.5,0,0,0,0,,5.16,1.92,-,-,-,1800,-,1800,3.24,Detour_Mainline_SH20_96,,20060000.7,02060000,,,,
SH20_97,SH20,97,2.9,50,2.2,100,Class I,1,0,0,0,0,,3.48,1.32,-,-,-,1200,-,1200,2.16,Detour_Mainline_SH20_97,,1048448.93,01N48448,,,,
SH20_135,SH20,135,4.3,50,2.5,100,Class I,1,0,0,0,0,,5.16,1.5,-,-,-,1200,-,1200,3.66,Detour_Mainline_SH20_135,,20040017.99,02040017,,,,
SH20_136,SH20,136,4.4,50,2.6,100,Class I,1,0,0,0,0,,5.28,1.56,-,-,-,1200,-,1200,3.72,Detour_Mainline_SH20_136,,20060015.79,02060015,,,,
SH20_137,SH20,137,4.1,50,2.2,100,Class I,1,0,0,0,0,,4.92,1.32,-,-,-,1200,-,1200,3.6,Detour_Mainline_SH20_137,,20060017.71,02060017,,,,
SH20_138,SH20,138,3.8,50,2.2,100,Class I,1,0,0,0,0,,4.56,1.32,-,-,-,1200,-,1200,3.24,Detour_Mainline_SH20_138,,20050017.63,02050017,,,,
SH20_139,SH20,139,3.4,50,2.9,100,Class I,1,0,0,0,0,,4.08,1.74,-,-,-,1200,-,1200,2.34,Detour_Mainline_SH20_139,,20040001.42,02040001,,,,
SH20_168,SH20,168,3.5,50,4,100,Class I,1,0,0,0,0,,4.2,2.4,-,-,-,1200,-,1200,1.8,Detour_Mainline_SH20_168,,20060006.98,02060006,,,,
SH20_578,SH20,578,2.1,50,2.5,100,Class I,1,0,0,0,0,,2.52,1.5,-,-,-,1200,-,1200,1.02,Detour_Mainline_SH20_578,,20040001.42,02040001,,,,
SH20_617,SH20,617,4.2,90,0.35,50,0,0,0,0,0,0,1400,2.8,0.42,-,-,-,-,-,1400,2.38,Detour_Ramp_SH20_617,,20040016.48,02040016,,,,
SH20_618,SH20,618,3.9,90,0.45,50,0,0,0,0,0,0,1400,2.6,0.54,-,-,-,-,-,1400,2.06,Detour_Ramp_SH20_618,,20010018.7,02010018,,,,
SH20_619,SH20,619,7,90,0.5,50,0,0,0,0,0,0,1400,4.666666667,0.6,-,-,-,-,-,1400,4.066666667,Detour_Ramp_SH20_619,,20040014.08,02040014,,,,
SH20_620,SH20,620,4.7,90,0.85,50,0,0,0,0,0,0,1400,3.133333333,1.02,-,-,-,-,-,1400,2.113333333,Detour_Ramp_SH20_620,,20060017.71,02060017,,,,
SH20_621,SH20,621,2.7,60,1.7,60,Class I,1,0,0,0,0,,2.7,1.7,-,-,-,1200,-,1200,1,Detour_Ramp_SH20_621,,20060015.79,02060015,,,,
SH20_622,SH20,622,5.1,90,1,50,0,0,0,0,0,0,1400,3.4,1.2,-,-,-,-,-,1400,2.2,Detour_Ramp_SH20_622,,20040012.39,02040012,,,,
SH20_623,SH20,623,3.8,75,0.4,50,Class I,1,0,0,0,0,,3.04,0.48,-,-,-,1200,-,1200,2.56,Detour_Ramp_SH20_623,,20040010.79,02040010,,,,
SH20_624,SH20,624,7.5,90,0.29,50,Class I,1,0,0,0,0,,5,0.348,-,-,-,1200,-,1200,4.652,Detour_Ramp_SH20_624,,20040007.49,02040007,,,,
SH20_625,SH20,625,8.6,85,0.45,50,0,0,0,0,0,0,1400,6.070588235,0.54,-,-,-,-,-,1400,5.530588235,Detour_Ramp_SH20_625,,20060013.42,02060013,,,,
SH20_626,SH20,626,15.9,90,5.7,90,Class I,1,0,0,0,0,,10.6,3.8,-,-,-,1200,-,1200,6.8,Detour_Mainline_SH20_626,,20040004.37,02040004,,,,
SH20_627,SH20,627,5.1,60,2.3,90,Class I,1,,,,,,5.1,1.533333333,-,-,-,1200,-,1200,3.566666667,Detour_Mainline_SH20_627,,20060010.58,02060010,,,,
SH20_628,SH20,628,7,95,0.3,50,0,0,0,0,0,0,1400,4.421052632,0.36,-,-,-,-,-,1400,4.061052632,Detour_Ramp_SH20_628,,20040004.37,02040004,,,,
SH20_629,SH20,629,6.2,70,0.35,50,0,0,0,0,0,0,1400,5.314285714,0.42,-,-,-,-,-,1400,4.894285714,Detour_Ramp_SH20_629,,20060008.55,02060008,,,,
SH20_630,SH20,630,6.8,90,0.5,50,Class I,1,0,0,0,0,,4.533333333,0.6,-,-,-,1200,-,1200,3.933333333,Detour_Ramp_SH20_630,,20040001.42,02040001,,,,
SH20_631,SH20,631,8.8,90,0.3,50,0,0,0,0,0,0,1400,5.866666667,0.36,-,-,-,-,-,1400,5.506666667,Detour_Ramp_SH20_631,,20060006.98,02060006,,,,
SH20_632,SH20,632,8.5,95,0.45,50,0,0,0,0,0,0,1400,5.368421053,0.54,-,-,-,-,-,1400,4.828421053,Detour_Ramp_SH20_632,,1060450.85,01N60450,,,,
SH20_633,SH20,633,4.9,90,0.45,50,0,0,0,0,0,0,1400,3.266666667,0.54,-,-,-,-,-,1400,2.726666667,Detour_Ramp_SH20_633,,20060002.77,02060002,,,,
SH20_901,SH20,901,4.7,90,0.4,50,0,0,0,0,0,0,1400,3.133333333,0.48,-,-,-,-,-,1400,2.653333333,Detour_Ramp_SH20_901,,20030001.28,02030001,,,,
SH20_902,SH20,902,5.3,90,2.9,100,Class I,1,0,0,0,0,,3.533333333,1.74,-,-,-,1200,-,1200,1.793333333,Detour_Ramp_SH20_902,,20030003.49,02030003,,,,
SH20_903,SH20,903,6.8,70,1.7,60,0,0,0,0,0,0,1400,5.828571429,1.7,-,-,-,-,-,1400,4.128571429,Detour_Ramp_SH20_903,,20030001.28,02030001,,,,
SH20_904,SH20,904,4.3,90,2.7,90,0,0,0,0,0,0,1400,2.866666667,1.8,-,-,-,-,-,1400,1.066666667,Detour_Ramp_SH20_904,,20050001.06,02050001,,,,
SH20_905,SH20,905,8.4,90,1.7,60,0,0,0,0,0,0,1400,5.6,1.7,-,-,-,-,-,1400,3.9,Detour_Ramp_SH20_905,,20030004.29,02030004,,,,
SH20_906,SH20,906,11.9,80,3.8,100,0,0,0,0,0,0,1400,8.925,2.28,-,-,-,-,-,1400,6.645,Detour_Ramp_SH20_906,,20030007.48,02030007,,,,
SH20_907,SH20,907,6.8,50,3.8,100,0,0,0,0,0,0,1400,8.16,2.28,-,-,-,-,-,1400,5.88,Detour_Ramp_SH20_907,,20050003.44,02050003,,,,
SH20_908,SH20,908,11,60,3.9,100,0,0,0,0,0,0,1400,11,2.34,-,-,-,-,-,1400,8.66,Detour_Ramp_SH20_908,,20030010,02030010,,,,
SH20_909,SH20,909,5.9,70,3.5,100,Class I,1,0,0,0,0,,5.057142857,2.1,-,-,-,1200,-,1200,2.957142857,Detour_Mainline_SH20_909,,20050007.09,02050007,,,,
SH20_910,SH20,910,3.3,60,3,100,Class I,1,0,0,0,0,,3.3,1.8,-,-,-,1200,-,1200,1.5,Detour_Mainline_SH20_910,,20040012.39,02040012,,,,
SH20_911,SH20,911,4.5,75,0.26,50,Class I,1,0,0,0,0,,3.6,0.312,-,-,-,1200,-,1200,3.288,Detour_Ramp_SH20_911,,20030010.93,02030010,,,,
SH20_912,SH20,912,2.4,50,2.2,100,Class I,1.5,0,0,0,0,,2.88,1.32,-,-,-,1800,-,1800,1.56,Detour_Ramp_SH20_912,,20030012.29,02030012,,,,
SH20_913,SH20,913,13.7,50,5.1,100,Class I,1,0,0,0,0,,16.44,3.06,-,-,-,1200,-,1200,13.38,Detour_Mainline_SH20_913,,20040014.08,02040014,,,,
SH20_914,SH20,914,3.6,50,0.6,50,0,0,0,0,0,0,1400,4.32,0.72,-,-,-,-,-,1400,3.6,Detour_Ramp_SH20_914,,20050015.06,02050015,,,,
SH20_915,SH20,915,3.2,50,2.7,90,Class I,1,0,0,0,0,,3.84,1.8,-,-,-,1200,-,1200,2.04,Detour_Ramp_SH20_915,,20050013.67,02050013,,,,
SH20_916,SH20,916,3.9,85,0.27,50,0,0,0,0,0,0,1400,2.752941176,0.324,-,-,-,-,-,1400,2.428941176,Detour_Ramp_SH20_916,,20060014.77,02060014,,,,
SH20_917,SH20,917,2.5,50,1.8,100,Class I,1,0,0,0,0,,3,1.08,-,-,-,1200,-,1200,1.92,Detour_Mainline_SH20_917,,20040016.48,02040016,,,,
SH20_918,SH20,918,4,50,3,100,Class I,1,0,0,0,0,,4.8,1.8,-,-,-,1200,-,1200,3,Detour_Mainline_SH20_918,,20040016.48,02040016,,,,
SH20_919,SH20,919,4.4,50,2.4,100,0,0,0,0,0,0,1400,5.28,1.44,-,-,-,-,-,1400,3.84,Detour_Ramp_SH20_919,,20030018.21,02030018,,,,
SH20_920,SH20,920,2.1,50,1.3,100,Class I,1,0,0,0,0,,2.52,0.78,-,-,-,1200,-,1200,1.74,Detour_Ramp_SH20_920,,20050015.06,02050015,,,,
SH20_921,SH20,921,3.7,50,2,90,0,0,0,0,0,0,1400,4.44,1.333333333,-,-,-,-,-,1400,3.106666667,Detour_Ramp_SH20_921,,NONE,FALSENONE,,,,
SH20_923,SH20,923,4.2,50,2.2,100,Class I,1,0,0,0,0,,5.04,1.32,-,-,-,1200,-,1200,3.72,Detour_Ramp_SH20_923,,20050015.79,02050015,,,,
SH20_924,SH20,924,5.7,50,3.5,90,0,0,0,0,0,0,1400,6.84,2.333333333,-,-,-,-,-,1400,4.506666667,Detour_Ramp_SH20_924,,20030016.45,02030016,,,,
SH20A_99,SH20A,99,2.6,50,2.5,100,Class I,1,0,0,0,0,,3.12,1.5,-,-,-,1200,-,1200,1.62,Detour_Mainline_SH20A_99,,20140001.22,02040001,,,,
SH20A_102,SH20A,102,2.1,40,1.4,105,Class I,1,0,0,0,0,,3.15,0.8,-,-,-,1200,-,1200,2.35,Detour_Mainline_SH20A_102,,NONE,FALSENONE,,,,
SH20A_103,SH20A,103,2.1,40,1.4,105,Class I,1,0,0,0,0,,3.15,0.8,-,-,-,1200,-,1200,2.35,Detour_Mainline_SH20A_103,,NONE,FALSENONE,,,,
SH20A_104,SH20A,104,3.1,50,2.6,100,0,0,90/10,=> 8 metres,level,0.01,,3.72,1.56,0.77,1,0.988142292,-,1917.391304,1917.391304,2.16,Detour_Mainline_SH20A_104,,NONE,FALSENONE,,,,
SH20A_105,SH20A,105,3.1,50,2.7,100,0,0,90/10,=> 8 metres,level,0.01,,3.72,1.62,0.77,1,0.988142292,-,1917.391304,1917.391304,2.1,Detour_Mainline_SH20A_105,,NONE,FALSENONE,,,,
SH20A_634,SH20A,634,4.2,50,0.45,50,Class I,1,0,0,0,0,,5.04,0.54,-,-,-,1200,-,1200,4.5,Detour_Ramp_SH20A_634,,20060010.58,02060010,,,,
SH20B_108,SH20B,108,10.8,100,6.8,100,0,0,0,0,0,0,1800,6.48,4.08,-,-,-,-,-,1800,2.4,Detour_Mainline_SH20B_108,,20060006.98,02060006,,,,
SH20B_109,SH20B,109,10.8,80,6.8,100,Class I,1,0,0,0,0,,8.1,4.08,-,-,-,1200,-,1200,4.02,Detour_Mainline_SH20B_109,,20050007.09,02050007,,,,
SH22_73,SH22,73,4.3,100,1.7,100,0,0,90/10,7 metres,level,0.01,,2.58,1.02,0.77,0.91,0.988142292,-,1744.826087,1744.826087,1.56,Detour_Mainline_SH22_73,,NONE,FALSENONE,,,,
SH22_74,SH22,74,4.3,100,1.7,100,0,0,90/10,7 metres,level,0.01,,2.58,1.02,0.77,0.91,0.988142292,-,1744.826087,1744.826087,1.56,Detour_Mainline_SH22_74,,NONE,FALSENONE,,,,
SH22_75,SH22,75,10,80,9.4,105,0,0,90/10,7 metres,level,0.01,,7.5,5.371428571,0.77,0.91,0.988142292,-,1744.826087,1744.826087,2.128571429,Detour_Mainline_SH22_75,,NONE,FALSENONE,,,,
SH22_76,SH22,76,20.6,90,11.3,105,0,0,90/10,7 metres,rolling,0.01,,13.73333333,6.457142857,0.77,0.91,0.961538462,-,1697.85,1697.85,7.276190476,Detour_Mainline_SH22_76,,NONE,FALSENONE,,,,
SH22_79,SH22,79,11,80,5.8,105,0,0,90/10,6 metres,level,0.01,,8.25,3.314285714,0.77,0.82,0.988142292,-,1572.26087,1572.26087,4.935714286,Detour_Mainline_SH22_79,,NONE,FALSENONE,,,,
SH22_80,SH22,80,11,80,5.8,105,0,0,90/10,6 metres,level,0.01,,8.25,3.314285714,0.77,0.82,0.988142292,-,1572.26087,1572.26087,4.935714286,Detour_Mainline_SH22_80,,NONE,FALSENONE,,,,
SH22_81,SH22,81,4,60,2.1,60,0,0,90/10,6 metres,level,0.01,,4,2.1,0.77,0.82,0.988142292,-,1572.26087,1572.26087,1.9,Detour_Mainline_SH22_81,,NONE,FALSENONE,,,,
SH22_82,SH22,82,4,60,2.1,60,0,0,90/10,6 metres,level,0.01,,4,2.1,0.77,0.82,0.988142292,-,1572.26087,1572.26087,1.9,Detour_Mainline_SH22_82,,NONE,FALSENONE,FALSE,,,
ASM Detour Update 15/02/2022 - CURRENTLY USED,,,,,,,,,,,,,,,,,,,,,,,,,Original,Off Ramp location,,,,
SH1_1,SH1,1,5.381681501,40,1.8,105,Class I,2,0,0,0,0,,8.072522251,1.028571429,-,-,-,2400,-,2400,7.043950822,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Fanshawe_Street_and_Cook_Street_1.pdf,Southbound,Fanshawe Street,Fanshawe St,#N/A,Cook Street,SH1 - Mainline,Click to view - SH1 Southbound between Fanshawe St and Cook Street 1.pdf
SH1_2,SH1,2,3.539702459,40,2.7,105,Class I,1,0,0,0,0,,5.309553688,1.542857143,-,-,-,1200,-,1200,3.766696545,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Fanshawe_Street_and_Symonds_Street_2.pdf,Southbound,Fanshawe Street,Fanshawe St,#N/A,Symonds Street,SH1 - Mainline,Click to view - SH1 Southbound between Fanshawe St and Symonds Street 2.pdf
SH1_3,SH1,3,3.191453457,35,1.8,105,Class I,2,0,0,0,0,,5.47106307,1.028571429,-,-,-,2400,-,2400,4.442491641,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Fanshawe_Street_and_Hobson_Street_3.pdf,Southbound,Fanshawe Street,Fanshawe St,#N/A,Hobson Street,SH1 - Mainline,Click to view - SH1 Southbound between Fanshawe St and Hobson Street 3.pdf
SH1_4,SH1,4,4.793234335,40,3.7,105,Class I,1,0,0,0,0,,7.189851502,2.114285714,-,-,-,1200,-,1200,5.075565788,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Fanshawe_Street_and_Khyber_Pass_Road_4.pdf,Southbound,Fanshawe Street,Fanshawe St,#N/A,Khyber Pass Road,SH1 - Mainline,Click to view - SH1 Southbound between Fanshawe St and Khyber Pass Road 4.pdf
SH1_5,SH1,5,6.965574679,40,5.2,105,Class I,1,0,0,0,0,,10.44836202,2.971428571,-,-,-,1200,-,1200,7.476933447,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Fanshawe_Street_and_St_Marks_Road_5.pdf,Southbound,Fanshawe Street,Fanshawe St,#N/A,St Marks Road,SH1 - Mainline,Click to view - SH1 Southbound between Fanshawe St and St Marks Road 5.pdf
SH1_6,SH1,6,2.375197192,40,1.2,105,Class I,1,0,0,0,0,,3.562795788,0.685714286,-,-,-,1200,-,1200,2.877081502,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Gillies_Avenue_and_St_Marks_Road_6.pdf,Southbound,Gillies Avenue,Gillies Ave,01N60431,St Marks Road,SH1 - Mainline,Click to view - SH1 Southbound between Gillies Ave and St Marks Road 6.pdf
SH1_7,SH1,7,4.664559381,40,3.4,105,Class I,1,0,0,0,0,,6.996839072,1.942857143,-,-,-,1200,-,1200,5.053981929,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Gillies_Avenue_and_Greenlane_East_7.pdf,Southbound,Gillies Avenue,Gillies Ave,01N60431,Greenlane East,SH1 - Mainline,Click to view - SH1 Southbound between Gillies Ave and Greenlane East 7.pdf
SH1_8,SH1,8,2.45727174,40,1.9,105,Class I,1,0,0,0,0,,3.685907609,1.085714286,-,-,-,1200,-,1200,2.600193324,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Market_Road_and_Greenlane_East_8.pdf,Southbound,Market Road,Market Rd,01N60432,Greenlane East,SH1 - Mainline,Click to view - SH1 Southbound between Market Rd and Greenlane East 8.pdf
SH1_9,SH1,9,3.234269835,40,2.6,105,Class I,1,0,0,0,0,,4.851404753,1.485714286,-,-,-,1200,-,1200,3.365690467,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Green_Lane_East_and_Ellerslie-Panmure_Highway_9.pdf,Southbound,Green Lane East,Greenlane East,01N60433,Ellerslie-Panmure Highway,SH1 - Mainline,Click to view - SH1 Southbound between Greenlane East and Ellerslie-Panmure Highway 9.pdf
SH1_10,SH1,10,6.018340111,50,4,105,Class I,1.5,0,0,0,0,,7.222008133,2.285714286,-,-,-,1800,-,1800,4.936293847,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Ellerslie-Panmure_Highway_and_Mt_Wellington_Highway_10.pdf,Northbound,Ellerslie-Panmure Highway,Ellerslie Panmure Highway,01N40435,Mt Wellington Highway,SH1 - Mainline,Click to view - SH1 Northbound between Ellerslie Panmure Highway and Mt Wellington Highway 10.pdf
SH1_11,SH1,11,4.915268351,40,1.4,105,Class I,1,0,0,0,0,,7.372902527,0.8,-,-,-,1200,-,1200,6.572902527,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_South_Eastern_Highway_and_Mt_Wellington_Highway_11.pdf,Southbound,South Eastern Highway,Sth Eastern Highway,01N60437,Mt Wellington Highway,SH1 - Mainline,Click to view - SH1 Southbound between Sth Eastern Highway and Mt Wellington Highway 11.pdf
SH1_12,SH1,12,4.393294295,40,3.4,105,Class I,1,0,0,0,0,,6.589941443,1.942857143,-,-,-,1200,-,1200,4.6470843,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Mt_Wellington_Highway_and_Princes_Street_12.pdf,Southbound,Mt Wellington Highway,Mt Wellington Highway,01N60439,Princes Street,SH1 - Mainline,Click to view - SH1 Southbound between Mt Wellington Highway and Princes Street 12.pdf
SH1_13,SH1,13,6.466761936,40,4,105,Class I,1,0,0,0,0,,9.700142904,2.285714286,-,-,-,1200,-,1200,7.414428618,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Princes_Street_and_East_Tamaki_Road_13.pdf,Southbound,Princes Street,Princes St,01N60441,East Tamaki Road,SH1 - Mainline,Click to view - SH1 Southbound between Princes St and East Tamaki Road 13.pdf
SH1_14,SH1,14,5.501593277,40,4.4,105,Class I,1,0,0,0,0,,8.252389915,2.514285714,-,-,-,1200,-,1200,5.738104201,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_East_Tamaki_Road_and_Redoubt_Road_14.pdf,Southbound,East Tamaki Road,East Tamaki Rd,01N60444,Redoubt Road,SH1 - Mainline,Click to view - SH1 Southbound between East Tamaki Rd and Redoubt Road 14.pdf
