Ref,SH,Plan Number,Detour Distance (km),Detour Speed (km/hr),Normal Distance ,Normal Speed ,Urban Road Class,Minimum # lane for Urban Road,Rural Road Directional Split,Rural Road Roadway Width,Terrain Type,% of Heavy Vehicle,Other Manual Capacity Input?,Detour Travel Time (min/veh),Normal Travel Time (min/veh),Rural Road Directional Adjustement,Rural Road Roadway Width Adjustement,Rural Road % Heavy Vehicle Adjustement,Urban Road Capacity,Rural Road Capacity,Detour Capacity (veh/hr),Detour Delay (min/veh),,,(for Input tab),,(From detour),,,
SH1_15,SH1,15,2.361378858,40,1.6,105,Class I,1,0,0,0,0,,3.542068287,0.914285714,-,-,-,1200,-,1200,2.627782572,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Te_lrirangi_Drive_and_Redoubt_Road_15.pdf,Southbound,Te lrirangi Drive,Te lrirangi Dr,01N60447,Redoubt Road,SH1 - Mainline,Click to view - SH1 Southbound between Te lrirangi Dr and Redoubt Road 15.pdf
SH1_16,SH1,16,6.740492293,40,6.8,105,Class I,1,0,0,0,0,,10.11073844,3.885714286,-,-,-,1200,-,1200,6.225024154,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Redoubt_Road_and_Takanini_On-Ramp_16.pdf,Southbound,Redoubt Road,Manukau Off ,01N60448,Takanini On-Ramp,SH1 - Mainline,Click to view - SH1 Southbound between Manukau Off and Takanini On-Ramp 16.pdf
SH1_17,SH1,17,6.209838368,40,3.5,105,Class I,1,0,0,0,0,,9.314757552,2,-,-,-,1200,-,1200,7.314757552,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Hill_Road_and_Takanini_On-Ramp_17.pdf,Southbound,Hill Road,Hill Rd,01N60451,Takanini On-Ramp,SH1 - Mainline,Click to view - SH1 Southbound between Hill Rd and Takanini On-Ramp 17.pdf
SH1_18,SH1,18,7.021503099,40,4.8,105,Class I,1,0,0,0,0,,10.53225465,2.742857143,-,-,-,1200,-,1200,7.789397506,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Takanini_Off-Ramp_and_Papakura_On-Ramp_18.pdf,Southbound,Takanini Off-Ramp,Takanini Off-Ramp,01N60454,Papakura On-Ramp,SH1 - Mainline,Click to view - SH1 Southbound between Takanini Off-Ramp and Papakura On-Ramp 18.pdf
SH1_19,SH1,19,6.111763659,50,5.1,105,Class I,1,0,0,0,0,,7.334116391,2.914285714,-,-,-,1200,-,1200,4.419830676,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Papakura_Off-Ramp_and_Drury_On-Ramp_19.pdf,Southbound,Papakura Off-Ramp,Papakura Off-Ramp,01N60458,Drury On-Ramp,SH1 - Mainline,Click to view - SH1 Southbound between Papakura Off-Ramp and Drury On-Ramp 19.pdf
SH1_20,SH1,20,6.455932491,90,5.2,105,0,0,90/10,=> 8 metres,level,0.01,,4.303954994,2.971428571,0.77,1,0.988142292,-,1917.391304,1917.391304,1.332526423,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Drury_Off-Ramp_and_Ramarama_On-Ramp_20.pdf,Southbound,Drury Off-Ramp,Drury Off-Ramp,01N60462,Ramarama On-Ramp,SH1 - Mainline,Click to view - SH1 Southbound between Drury Off-Ramp and Ramarama On-Ramp 20.pdf
SH1_21,SH1,21,8.159390227,90,6.8,105,0,0,90/10,=> 8 metres,level,0.01,,5.439593485,3.885714286,0.77,1,0.988142292,-,1917.391304,1917.391304,1.553879199,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Ramarama_Off-Ramp_and_Bombay_On-Ramp_21.pdf,Southbound,Ramarama  Off-Ramp,Ramarama  Off-Ramp,01N60465,Bombay On-Ramp,SH1 - Mainline,Click to view - SH1 Southbound between Ramarama Off-Ramp and Bombay On-Ramp 21.pdf
SH1_22,SH1,22,3.6925821,90,2.2,105,0,0,90/10,6 metres,level,0.01,,2.4617214,1.257142857,0.77,0.82,0.988142292,-,1572.26087,1572.26087,1.204578543,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Mill_Road_and_Beaver_Road_22.pdf,Southbound,Mill Road,Mill Rd,01N60471,Beaver Road,SH1 - Mainline,Click to view - SH1 Southbound between Mill Rd and Beaver Road 22.pdf
SH1_23,SH1,23,2.928180714,90,1.6,105,0,0,90/10,6 metres,level,0.01,,1.952120476,0.914285714,0.77,0.82,0.988142292,-,1572.26087,1572.26087,1.037834761,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Beaver_Road_and_Nikau_Road_23.pdf,Southbound,Beaver Road,Beaver Rd,01N60473,Nikau Road,SH1 - Mainline,Click to view - SH1 Southbound between Beaver Rd and Nikau Road 23.pdf
SH1_24,SH1,24,9.0689904,80,5.4,105,0,0,90/10,6 metres,level,0.01,,6.8017428,3.085714286,0.77,0.82,0.988142292,-,1572.26087,1572.26087,3.716028515,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Nikau_Road_and_Pokeno_On-Ramp_24.pdf,Southbound,Nikau Road,Nikau Rd,01N60475,Pokeno On-Ramp,SH1 - Mainline,Click to view - SH1 Southbound between Nikau Rd and Pokeno On-Ramp 24.pdf
SH1_25,SH1,25,6.445024267,80,3.6,105,0,0,90/10,6 metres,level,0.01,,4.8337682,2.057142857,0.77,0.82,0.988142292,-,1572.26087,1572.26087,2.776625343,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Razorback_Road_and_Pokeno_On-Ramp_25.pdf,Southbound,Razorback Road,Razorback Rd,#N/A,Pokeno On-Ramp,SH1 - Mainline,Click to view - SH1 Southbound between Razorback Rd and Pokeno On-Ramp 25.pdf
SH1_26,SH1,26,6.420402483,80,3.6,105,0,0,90/10,6 metres,level,0.01,,4.815301862,2.057142857,0.77,0.82,0.988142292,-,1572.26087,1572.26087,2.758159005,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Pokeno_Off-Ramp_and_Helenslee_Road_26.pdf,Northbound,Pokeno Off-Ramp,Pokeno Off-Ramp,#N/A,Helenslee Road,SH1 - Mainline,Click to view - SH1 Northbound between Pokeno Off-Ramp and Helenslee Road 26.pdf
SH1_27,SH1,27,9.242507909,80,5.1,105,0,0,90/10,6 metres,level,0.01,,6.931880932,2.914285714,0.77,0.82,0.988142292,-,1572.26087,1572.26087,4.017595217,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Pokeno_Off-Ramp_and_Ridge_Road_27.pdf,Northbound,Pokeno Off-Ramp,Pokeno Off-Ramp,#N/A,Ridge Road,SH1 - Mainline,Click to view - SH1 Northbound between Pokeno Off-Ramp and Ridge Road 27.pdf
SH1_28,SH1,28,5.212866221,90,3.8,105,0,0,90/10,6 metres,level,0.01,,3.475244147,2.171428571,0.77,0.82,0.988142292,-,1572.26087,1572.26087,1.303815576,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Ridge_Road_and_Bombay_On-Ramp_28.pdf,Northbound,Ridge Road,Ridge Rd,#N/A,Bombay On-Ramp,SH1 - Mainline,Click to view - SH1 Northbound between Ridge Rd and Bombay On-Ramp 28.pdf
SH1_29,SH1,29,8.287813845,90,2.7,105,0,0,90/10,6 metres,level,0.01,,5.52520923,1.542857143,0.77,0.82,0.988142292,-,1572.26087,1572.26087,3.982352087,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Beaver_Road_and_Bombay_On-Ramp_29.pdf,Northbound,Beaver Road,Beaver Rd,01N40473,Bombay On-Ramp,SH1 - Mainline,Click to view - SH1 Northbound between Beaver Rd and Bombay On-Ramp 29.pdf
SH1_30,SH1,30,8.265905942,90,6.9,105,0,0,90/10,=> 8 metres,level,0.01,,5.510603961,3.942857143,0.77,1,0.988142292,-,1917.391304,1917.391304,1.567746818,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Mill_Road_and_Ramarama_On-Ramp_30.pdf,Northbound,Mill Road,Mill Rd,01N40471,Ramarama On-Ramp,SH1 - Mainline,Click to view - SH1 Northbound between Mill Rd and Ramarama On-Ramp 30.pdf
SH1_31,SH1,31,6.082428244,90,5.6,105,0,0,90/10,=> 8 metres,level,0.01,,4.054952163,3.2,0.77,1,0.988142292,-,1917.391304,1917.391304,0.854952163,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Ramarama_Off-Ramp_and_Drury_On-Ramp_31.pdf,Northbound,Ramarama Off-Ramp,Ramarama Off-Ramp,01N40465,Drury On-Ramp,SH1 - Mainline,Click to view - SH1 Northbound between Ramarama Off-Ramp and Drury On-Ramp 31.pdf
SH1_32,SH1,32,6.698772054,50,5,105,Class I,1,0,0,0,0,,8.038526464,2.857142857,-,-,-,1200,-,1200,5.181383607,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Drury_Off-Ramp_and_Papakura_On-Ramp_32.pdf,Northbound,Drury Off-Ramp,Drury Off-Ramp,01N40462,Papakura On-Ramp,SH1 - Mainline,Click to view - SH1 Northbound between Drury Off-Ramp and Papakura On-Ramp 32.pdf
SH1_33,SH1,33,7.585556687,40,4.9,105,Class I,1,0,0,0,0,,11.37833503,2.8,-,-,-,1200,-,1200,8.578335031,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Papakura_Off-Ramp_and_Takanini_On-Ramp_33.pdf,Northbound,Papakura Off-Ramp,Papakura Off-Ramp,01N40458,Takanini On-Ramp,SH1 - Mainline,Click to view - SH1 Northbound between Papakura Off-Ramp and Takanini On-Ramp 33.pdf
SH1_34,SH1,34,3.951218697,40,3.3,105,Class I,1,0,0,0,0,,5.926828045,1.885714286,-,-,-,1200,-,1200,4.04111376,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Takanini_Off-Ramp_and_Hill_Road_34.pdf,Northbound,Takanini Off-Ramp,Takanini Off-Ramp,01N40454,Hill Road,SH1 - Mainline,Click to view - SH1 Northbound between Takanini Off-Ramp and Hill Road 34.pdf
SH1_35,SH1,35,6.354403525,40,6.5,105,Class I,1,0,0,0,0,,9.531605288,3.714285714,-,-,-,1200,-,1200,5.817319573,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Takanini_Off-Ramp_and_Redoubt_Road_35.pdf,Northbound,Takanini Off-Ramp,Takanini Off-Ramp,01N40454,Redoubt Road,SH1 - Mainline,Click to view - SH1 Northbound between Takanini Off-Ramp and Redoubt Road 35.pdf
SH1_36,SH1,36,2.562955005,40,2.4,105,Class I,1,0,0,0,0,,3.844432507,1.371428571,-,-,-,1200,-,1200,2.473003936,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Redoubt_Road_and_Te_Irirangi_Drive_36.pdf,Northbound,Redoubt Road,Manukau Off ,#N/A,Te Irirangi Drive,SH1 - Mainline,Click to view - SH1 Northbound between Manukau Off and Te Irirangi Drive 36.pdf
SH1_37,SH1,37,5.973030331,40,5.2,105,Class I,1,0,0,0,0,,8.959545497,2.971428571,-,-,-,1200,-,1200,5.988116926,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Redoubt_Road_and_East_Tamaki_Road_37.pdf,Northbound,Redoubt Road,Manukau Off ,#N/A,East Tamaki Road,SH1 - Mainline,Click to view - SH1 Northbound between Manukau Off and East Tamaki Road 37.pdf
SH1_38,SH1,38,5.816702011,40,3.7,105,Class I,1,0,0,0,0,,8.725053017,2.114285714,-,-,-,1200,-,1200,6.610767302,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_East_Tamaki_Road_and_Princes_St-Otahuhu_On-Ramp_38.pdf,Northbound,East Tamaki Road,East Tamaki Rd,01N40444,Princes St/Otahuhu  On-Ramp,SH1 - Mainline,Click to view - SH1 Northbound between East Tamaki Rd and Princes St-Otahuhu On-Ramp 38.pdf
SH1_40,SH1,40,4.213783804,40,3.7,105,Class I,1,0,0,0,0,,6.320675706,2.114285714,-,-,-,1200,-,1200,4.206389992,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Princes_Street_and_Mt_Wellington_Highway_40.pdf,Northbound,Princes Street,Princes St,01N40441,Mt Wellington Highway,SH1 - Mainline,Click to view - SH1 Northbound between Princes St and Mt Wellington Highway 40.pdf
SH1_41,SH1,41,3.358967422,40,2.4,105,Class I,1,0,0,0,0,,5.038451132,1.371428571,-,-,-,1200,-,1200,3.667022561,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Mt_Wellington_Highway_and_South_Eastern_Highway_41.pdf,Northbound,Mt Wellington Highway,Mt Wellington Highway,01N40439,South Eastern Highway,SH1 - Mainline,Click to view - SH1 Northbound between Mt Wellington Highway and South Eastern Highway 41.pdf
SH1_42,SH1,42,5.619146839,40,4.2,105,Class I,1,0,0,0,0,,8.428720259,2.4,-,-,-,1200,-,1200,6.028720259,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Mt_Wellington_Highway_and_Ellerslie_Panmure_Highway_42.pdf,Northbound,Mt Wellington Highway,Mt Wellington Highway,01N40439,Ellerslie Panmure Highway,SH1 - Mainline,Click to view - SH1 Northbound between Mt Wellington Highway and Ellerslie Panmure Highway 42.pdf
SH1_43,SH1,43,3.072502286,40,3.1,105,Class I,1.5,0,0,0,0,,4.608753429,1.771428571,-,-,-,1800,-,1800,2.837324857,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Ellerslie-Panmure_Highway_and_Greenlane_East_43.pdf,Northbound,Ellerslie-Panmure Highway,Ellerslie Panmure Highway,01N40435,Greenlane East,SH1 - Mainline,Click to view - SH1 Northbound between Ellerslie Panmure Highway and Greenlane East 43.pdf
SH1_44,SH1,44,3.737242107,40,3.5,105,Class I,1,0,0,0,0,,5.60586316,2,-,-,-,1200,-,1200,3.60586316,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Green_Lane_East_and_Gillies_Avenue_44.pdf,Northbound,Green Lane East,Greenlane East,01N40433,Gillies Avenue,SH1 - Mainline,Click to view - SH1 Northbound between Greenlane East and Gillies Avenue 44.pdf
SH1_45,SH1,45,2.340204081,40,2.3,105,Class I,1,0,0,0,0,,3.510306121,1.314285714,-,-,-,1200,-,1200,2.196020406,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Market_Road_and_Gillies_Avenue_45.pdf,Northbound,Market Road,Market Rd,01N40432,Gillies Avenue,SH1 - Mainline,Click to view - SH1 Northbound between Market Rd and Gillies Avenue 45.pdf
SH1_47,SH1,47,7.797146114,60,4.9,105,Class I,1,0,0,0,0,,7.797146114,2.8,-,-,-,1200,-,1200,4.997146114,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Market_Road_and_Wellesley_Street_47.pdf,Northbound,Market Road,Market Rd,01N40432,Wellesley Street,SH1 - Mainline,Click to view - SH1 Northbound between Market Rd and Wellesley Street 47.pdf
SH1_48,SH1,48,3.624728858,70,1.9,105,Class I,1,0,0,0,0,,3.10691045,1.085714286,-,-,-,1200,-,1200,2.021196164,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Symonds_Street-Wellesley_Street_and_Wellington_Street_48.pdf,Northbound,Symonds Street/Wellesley Street,Symonds St/Wellesley St,01N45429,Wellington Street,SH1 - Mainline,Click to view - SH1 Northbound between Symonds St-Wellesley St and Wellington Street 48.pdf
SH1_49,SH1,49,2.52511449,40,2.1,105,Class I,2,0,0,0,0,,3.787671735,1.2,-,-,-,2400,-,2400,2.587671735,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Nelson_Street_and_Fanshawe_Street_49.pdf,Northbound,Nelson Street,Nelson St,01N40427,Fanshawe Street,SH1 - Mainline,Click to view - SH1 Northbound between Nelson St and Fanshawe Street 49.pdf
SH1_53,SH1,53,2.434728282,40,1.6,105,Class I,1,0,0,0,0,,3.652092423,0.914285714,-,-,-,1200,-,1200,2.737806708,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Stafford_Road_and_Onewa_Road_53.pdf,Northbound,Stafford Road,Stafford Rd,#N/A,Onewa Road,SH1 - Mainline,Click to view - SH1 Northbound between Stafford Rd and Onewa Road 53.pdf
SH1_54,SH1,54,4.036904203,40,4.2,105,Class I,1,0,0,0,0,,6.055356305,2.4,-,-,-,1200,-,1200,3.655356305,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Onewa_Road_and_Northcote_Road_54.pdf,Northbound,Onewa Road,Onewa Rd,01N40422,Northcote Road,SH1 - Mainline,Click to view - SH1 Northbound between Onewa Rd and Northcote Road 54.pdf
SH1_55,SH1,55,2.671406553,40,2.7,105,Class I,1,0,0,0,0,,4.007109829,1.542857143,-,-,-,1200,-,1200,2.464252686,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Esmonde_Road-Akoranga_Drive_and_Northcote_Road_55.pdf,Northbound,Esmonde Road/Akoranga Drive,Esmonde Rd,01N40420,Northcote Road,SH1 - Mainline,Click to view - SH1 Northbound between Esmonde Rd and Northcote Road 55.pdf
SH1_56,SH1,56,3.320707247,40,3.1,105,Class I,1,0,0,0,0,,4.98106087,1.771428571,-,-,-,1200,-,1200,3.209632299,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Northcote_Road_and_Tristram_Avenue_56.pdf,Northbound,Northcote Road,Northcote Rd,01N40419,Tristram Avenue,SH1 - Mainline,Click to view - SH1 Northbound between Northcote Rd and Tristram Avenue 56.pdf
SH1_57,SH1,57,7.288556621,50,3.9,105,Class I,1,0,0,0,0,,8.746267945,2.228571429,-,-,-,1200,-,1200,6.517696516,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Tristram_Avenue_and_Upper_Harbour_Highway_57.pdf,Northbound,Tristram Avenue,Tristram Ave,01N40417,Upper Harbour Highway,SH1 - Mainline,Click to view - SH1 Northbound between Tristram Ave and Upper Harbour Highway 57.pdf
SH1_58,SH1,58,5.92545965,40,3.8,105,Class I,1,0,0,0,0,,8.888189475,2.171428571,-,-,-,1200,-,1200,6.716760903,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Upper_Harbour_Highway_and_Greville_Road_58.pdf,Northbound,Upper Harbour Highway,Upper Harbour Highway,01N40414,Greville Road,SH1 - Mainline,Click to view - SH1 Northbound between Upper Harbour Highway and Greville Road 58.pdf
SH1_59,SH1,59,4.370775555,50,3.1,105,Class I,1,0,0,0,0,,5.244930666,1.771428571,-,-,-,1200,-,1200,3.473502095,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Greville_Road_and_Oteha_Valley_Road_59.pdf,Northbound,Greville Road,Greville Rd,01N40412,Oteha Valley Road,SH1 - Mainline,Click to view - SH1 Northbound between Greville Rd and Oteha Valley Road 59.pdf
SH1_60,SH1,60,18.03238301,90,13.2,105,0,0,90/10,=> 8 metres,rolling,0.01,,12.02158867,7.542857143,0.77,1,0.961538462,-,1865.769231,1865.769231,4.478731529,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Oteha_Valley_Road_and_Silverdale_60.pdf,Northbound,Oteha Valley Road,Oteha Valley Rd,01N40410,Silverdale,SH1 - Mainline,Click to view - SH1 Northbound between Oteha Valley Rd and Silverdale 60.pdf
SH1_61,SH1,61,16.12288455,60,13.2,105,Class I,1,0,0,0,0,,16.12288455,7.542857143,-,-,-,1200,-,1200,8.580027402,Completed Detour PDF Plans\SH1 - Mainline\SH1_Northbound_between_Silverdale_Off-Ramp_and_Johnstones_Hill_Tunnel_61.pdf,Northbound,Silverdale Off-Ramp,Silverdale Off-Ramp,01N40398,Johnstones Hill Tunnel,SH1 - Mainline,Click to view - SH1 Northbound between Silverdale Off-Ramp and Johnstones Hill Tunnel 61.pdf
SH1_62,SH1,62,10.22114332,60,5.5,105,Class I,1,0,0,0,0,,10.22114332,3.142857143,-,-,-,1200,-,1200,7.078286181,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Grand_Drive_and_Silverdale_62.pdf,Southbound,Grand Drive,Grand Dr,#N/A,Silverdale,SH1 - Mainline,Click to view - SH1 Southbound between Grand Dr and Silverdale 62.pdf
SH1_63,SH1,63,18.40859995,90,12.9,105,0,0,90/10,=> 8 metres,rolling,0.01,,12.27239996,7.371428571,0.77,1,0.961538462,-,1865.769231,1865.769231,4.900971393,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Silverdale_Off-Ramp_and_Oteha_Valley_Road_63.pdf,Southbound,Silverdale  Off-Ramp,Silverdale  Off-Ramp,01N60398,Oteha Valley Road,SH1 - Mainline,Click to view - SH1 Southbound between Silverdale Off-Ramp and Oteha Valley Road 63.pdf
SH1_64,SH1,64,4.842760632,50,3.2,105,Class I,1,0,0,0,0,,5.811312758,1.828571429,-,-,-,1200,-,1200,3.982741329,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Oteha_Valley_Road_and_Greville_Road_64.pdf,Southbound,Oteha Valley Road,Oteha Valley Rd,01N60410,Greville Road,SH1 - Mainline,Click to view - SH1 Southbound between Oteha Valley Rd and Greville Road 64.pdf
SH1_65,SH1,65,4.996673998,40,3.4,105,Class I,1,0,0,0,0,,7.495010997,1.942857143,-,-,-,1200,-,1200,5.552153855,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Greville_Road_and_Upper_Harbour_Highway_65.pdf,Southbound,Greville Road,Greville Rd,01N60412,Upper Harbour Highway,SH1 - Mainline,Click to view - SH1 Southbound between Greville Rd and Upper Harbour Highway 65.pdf
SH1_66,SH1,66,6.277323157,50,3.7,105,Class I,1,0,0,0,0,,7.532787788,2.114285714,-,-,-,1200,-,1200,5.418502074,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Upper_Harbour_Highway_and_Tristram_Avenue_66.pdf,Southbound,Upper Harbour Highway,Upper Harbour Highway,01N60414,Tristram Avenue,SH1 - Mainline,Click to view - SH1 Southbound between Upper Harbour Highway and Tristram Avenue 66.pdf
SH1_67,SH1,67,3.733181538,40,2.9,105,Class I,1,0,0,0,0,,5.599772307,1.657142857,-,-,-,1200,-,1200,3.94262945,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Tristram_Avenue_and_Northcote_Road_67.pdf,Southbound,Tristram Avenue,Tristram Ave,01N60417,Northcote Road,SH1 - Mainline,Click to view - SH1 Southbound between Tristram Ave and Northcote Road 67.pdf
SH1_68,SH1,68,3.031249119,40,2.6,105,Class I,1,0,0,0,0,,4.546873679,1.485714286,-,-,-,1200,-,1200,3.061159393,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Northcote_Road_and_Esmond_Road_68.pdf,Southbound,Northcote Road,Northcote Rd,01N60419,Esmond Road,SH1 - Mainline,Click to view - SH1 Southbound between Northcote Rd and Esmond Road 68.pdf
SH1_69,SH1,69,4.765710898,40,4.3,105,Class I,1,0,0,0,0,,7.148566347,2.457142857,-,-,-,1200,-,1200,4.69142349,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Northcote_Road_and_Onewa_Road_69.pdf,Southbound,Northcote Road,Northcote Rd,01N60419,Onewa Road,SH1 - Mainline,Click to view - SH1 Southbound between Northcote Rd and Onewa Road 69.pdf
SH1_70,SH1,70,7.313317556,40,3.2,105,Class I,1,0,0,0,0,,10.96997633,1.828571429,-,-,-,1200,-,1200,9.141404905,Completed Detour PDF Plans\SH1 - Mainline\SH1_Southbound_between_Shelly_Beach_Road_and_Hobson_Street_70.pdf,Southbound,Shelly Beach Road,Shelly Beach Rd,#N/A,Hobson Street,SH1 - Mainline,Click to view - SH1 Southbound between Shelly Beach Rd and Hobson Street 70.pdf
SH22_71,SH22,71,1.22877327,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-,-,-,-,-,-,-,#N/A,-,Completed Detour PDF Plans\SH22 - Mainline\SH22_Southbound_between_Firth_Street_and_Victoria_Street_71.pdf,Southbound,Firth Street,Firth St,#N/A,Victoria Street,SH22 - Mainline,Click to view - SH22 Southbound between Firth St and Victoria Street 71.pdf
SH22_72,SH22,72,1.232649778,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-,-,-,-,-,-,-,#N/A,-,Completed Detour PDF Plans\SH22 - Mainline\SH22_Northbound_between_Victoria_Street_and_Firth_Street_72.pdf,Northbound,Victoria Street,Victoria St,#N/A,Firth Street,SH22 - Mainline,Click to view - SH22 Northbound between Victoria St and Firth Street 72.pdf
SH22_73,SH22,73,4.174593887,100,1.7,100,0,0,90/10,7 metres,level,0.01,,2.504756332,1.02,0.77,0.91,0.988142292,-,1744.826087,1744.826087,1.484756332,Completed Detour PDF Plans\SH22 - Mainline\SH22_Southbound_between_Victoria_Street_and_Jesmond_Road_73.pdf,Southbound,Victoria Street,Victoria St,#N/A,Jesmond Road,SH22 - Mainline,Click to view - SH22 Southbound between Victoria St and Jesmond Road 73.pdf
SH22_74,SH22,74,4.075780487,100,1.7,100,0,0,90/10,7 metres,level,0.01,,2.445468292,1.02,0.77,0.91,0.988142292,-,1744.826087,1744.826087,1.425468292,Completed Detour PDF Plans\SH22 - Mainline\SH22_Northbound_between_Jesmond_Road_and_Victoria_Street_74.pdf,Northbound,Jesmond Road,Jesmond Rd,#N/A,Victoria Street,SH22 - Mainline,Click to view - SH22 Northbound between Jesmond Rd and Victoria Street 74.pdf
SH22_75,SH22,75,10.23662361,80,9.4,105,0,0,90/10,7 metres,level,0.01,,7.677467708,5.371428571,0.77,0.91,0.988142292,-,1744.826087,1744.826087,2.306039137,Completed Detour PDF Plans\SH22 - Mainline\SH22_Northbound_between_Blackbridge_Road_and_SH1_Interchange_75.pdf,Northbound,Blackbridge Road,Blackbridge Rd,#N/A,SH1 Interchange,SH22 - Mainline,Click to view - SH22 Northbound between Blackbridge Rd and SH1 Interchange 75.pdf
SH22_76,SH22,76,13.83196477,90,11.3,105,0,0,90/10,7 metres,rolling,0.01,,9.22130985,6.457142857,0.77,0.91,0.961538462,-,1697.85,1697.85,2.764166993,Completed Detour PDF Plans\SH22 - Mainline\SH22_Southbound_between_SH1_Interchange_and_Blackbridge_Road_76.pdf,Southbound,SH1 Interchange,SH1 Interchange,#N/A,Blackbridge Road,SH22 - Mainline,Click to view - SH22 Southbound between SH1 Interchange and Blackbridge Road 76.pdf
SH22_77,SH22,77,7.629862807,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-,-,-,-,-,-,-,#N/A,-,Completed Detour PDF Plans\SH22 - Mainline\SH22_Southbound_between_Blackbridge_Road_and_Glenbrook_Road_77.pdf,Southbound,Blackbridge Road,Blackbridge Rd,#N/A,Glenbrook Road,SH22 - Mainline,Click to view - SH22 Southbound between Blackbridge Rd and Glenbrook Road 77.pdf
SH22_78,SH22,78,7.518310858,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-,-,-,-,-,-,-,#N/A,-,Completed Detour PDF Plans\SH22 - Mainline\SH22_Northbound_between_Glenbrook_Road_and_Blackbridge_Road_78.pdf,Northbound,Glenbrook Road,Glenbrook Rd,#N/A,Blackbridge Road,SH22 - Mainline,Click to view - SH22 Northbound between Glenbrook Rd and Blackbridge Road 78.pdf
SH22_79,SH22,79,9.787424815,80,5.8,105,0,0,90/10,6 metres,level,0.01,,7.340568611,3.314285714,0.77,0.82,0.988142292,-,1572.26087,1572.26087,4.026282897,Completed Detour PDF Plans\SH22 - Mainline\SH22_Northbound_between_Heights_Road_and_Glenbrook_Road_79.pdf,Northbound,Heights Road,Heights Rd,#N/A,Glenbrook Road,SH22 - Mainline,Click to view - SH22 Northbound between Heights Rd and Glenbrook Road 79.pdf
